['244', '447', '541', '445', '632', '139', '529', '871', '814', '193']
['567', '620', '100', '702', '758', '366', '427', '231', '984', '754']
['141', '87', '22', '448', '119', '362', '155', '292', '444', '944']
['861', '732', '535', '994', '154', '824', '963', '546', '801', '498']
['992', '81', '39', '499', '751', '89', '394', '486', '7', '677']
['988', '106', '866', '150', '858', '40', '880', '639', '304', '378']
['238', '413', '533', '357', '927', '508', '574', '645', '625', '998']
['497', '340', '266', '757', '308', '850', '849', '175', '474', '836']
['582', '816', '515', '704', '166', '219', '153', '889', '593', '73']
['633', '953', '820', '294', '904', '453', '921', '424', '903', '210']
['451', '360', '450', '214', '756', '13', '616', '805', '551', '941']
['109', '257', '4', '370', '82', '441', '686', '993', '201', '996']
['316', '717', '960', '856', '898', '835', '915', '579', '125', '764']
['553', '707', '557', '556', '545', '888', '194', '688', '323', '657']
['936', '203', '351', '296', '906', '435', '514', '393', '492', '962']
['416', '525', '470', '566', '628', '170', '284', '198', '276', '853']
['309', '538', '349', '879', '803', '94', '847', '52', '322', '621']
['890', '286', '943', '55', '215', '11', '775', '913', '692', '430']
['796', '910', '627', '612', '865', '62', '976', '111', '302', '54']
['164', '434', '167', '517', '241', '636', '365', '724', '833', '726']
['519', '623', '626', '685', '255', '491', '58', '668', '237', '222']
['77', '406', '830', '619', '767', '999', '207', '262', '484', '326']
['911', '376', '838', '422', '452', '336', '229', '181', '344', '33']
['483', '84', '715', '74', '350', '562', '914', '161', '224', '29']
['354', '107', '496', '571', '703', '746', '505', '750', '653', '576']
['314', '863', '216', '301', '895', '272', '924', '570', '739', '896']
['65', '675', '531', '813', '793', '320', '17', '689', '419', '548']
['886', '839', '333', '631', '102', '783', '64', '288', '694', '664']
['234', '716', '19', '589', '114', '812', '774', '723', '991', '662']
['642', '673', '473', '387', '253', '117', '138', '534', '24', '401']
['596', '101', '788', '940', '199', '614', '112', '691', '862', '728']
['683', '63', '400', '981', '697', '439', '954', '330', '826', '455']
['752', '300', '516', '740', '431', '500', '118', '232', '298', '916']
['729', '108', '528', '168', '57', '385', '464', '110', '789', '192']
['902', '827', '700', '568', '120', '9', '547', '27', '536', '325']
['509', '159', '66', '233', '75', '648', '239', '706', '791', '518']
['36', '236', '324', '130', '372', '386', '864', '338', '46', '5']
['459', '666', '442', '88', '948', '975', '38', '594', '228', '852']
['937', '2', '10', '823', '373', '990', '461', '980', '873', '932']
['644', '240', '200', '128', '651', '786', '342', '490', '404', '183']
['440', '802', '794', '53', '800', '421', '971', '897', '252', '411']
['129', '437', '719', '899', '581', '345', '449', '939', '761', '105']
['477', '744', '353', '929', '769', '21', '923', '587', '132', '806']
['622', '361', '32', '934', '859', '0', '465', '196', '804', '250']
['681', '306', '527', '407', '521', '438', '310', '311', '650', '825']
['605', '530', '909', '544', '428', '698', '799', '968', '819', '919']
